,Game Title,Weekly Sales,All Time Sales,Weeks Out
15226,"Battlefield V (XOne)Electronic Arts, Shooter","149,200","1,547,325",6
15227,"Minecraft (NS)Mojang, Sandbox","125,185","1,888,081",28
15228,"Forza Horizon 4 (XOne)Microsoft Studios, Racing","121,485","1,839,995",13
15229,"NBA 2K19 (PS4)Take-Two Interactive, Sports","120,794","2,627,728",16
15230,"Grand Theft Auto V (PS4)Take-Two Interactive, Action","111,760","19,392,497",215
15231,"God of War (PS4) (PS4)Sony Interactive Entertainment, Action","103,134","6,153,527",37
15232,"Splatoon 2 (NS)Nintendo, Shooter","96,554","7,037,733",76
15233,"FIFA 19 (XOne)Electronic Arts, Sports","94,049","2,223,288",14
15234,"Just Cause 4 (PS4)Square Enix, Action-Adventure","84,669","558,661",4
15235,"NBA 2K19 (XOne)Take-Two Interactive, Sports","84,187","1,737,777",16
15236,"Madden NFL 19 (PS4)Electronic Arts, Sports","83,796","2,214,368",21
15237,"Assassin's Creed Odyssey (XOne)Ubisoft, Action-Adventure","78,669","1,388,057",13
15238,"Grand Theft Auto V (XOne)Take-Two Interactive, Action","73,714","8,720,682",215
15239,"Fortnite (XOne)Gearbox Software, Action","66,653","769,347",76
15240,"Super Smash Bros. (2018) (NS)Nintendo, Fighting","1,103,894","8,951,009",4
15241,"Red Dead Redemption 2 (PS4)Take-Two Interactive, Action-Adventure","705,407","13,940,203",10
15242,"Call of Duty: Black Ops IIII (PS4)Activision, Shooter","511,667","9,317,241",12
15243,"Mario Kart 8 Deluxe (NS)Nintendo, Racing","438,400","13,046,117",88
15244,"Spider-Man (PS4) (PS4)Sony Interactive Entertainment, Action-Adventure","426,691","8,757,859",17
15245,"Super Mario Party (NS)Nintendo, Party","422,274","4,972,711",13
15246,"FIFA 19 (PS4)Electronic Arts, Sports","373,147","9,147,505",14
15247,"Pokemon: Let's Go, Pikachu! (NS)Nintendo, Role-Playing","337,851","4,566,580",7
15248,"Red Dead Redemption 2 (XOne)Take-Two Interactive, Action-Adventure","281,247","5,771,147",10
15249,"Call of Duty: Black Ops IIII (XOne)Activision, Shooter","250,631","4,850,704",12
15250,"Battlefield V (PS4)Electronic Arts, Shooter","218,421","2,224,270",6
15251,"Super Mario Odyssey (NS)Nintendo, Platform","187,233","11,714,226",62
15252,"Pokemon: Let's Go, Eevee! (NS)Nintendo, Role-Playing","182,083","2,728,386",7
15253,"Assassin's Creed Odyssey (PS4)Ubisoft, Action-Adventure","175,143","3,176,082",13
15254,"Spyro Reignited Trilogy (PS4)Activision, Platform","170,019","2,172,947",7
15255,"The Legend of Zelda: Breath of the Wild (NS)Nintendo, Action-Adventure","151,892","9,460,827",96
15256,"Battlefield V (XOne)Electronic Arts, Shooter","149,200","1,547,325",6
15257,"Minecraft (NS)Mojang, Sandbox","125,185","1,888,081",28
15258,"Forza Horizon 4 (XOne)Microsoft Studios, Racing","121,485","1,839,995",13
15259,"NBA 2K19 (PS4)Take-Two Interactive, Sports","120,794","2,627,728",16
15260,"Grand Theft Auto V (PS4)Take-Two Interactive, Action","111,760","19,392,497",215
15261,"God of War (PS4) (PS4)Sony Interactive Entertainment, Action","103,134","6,153,527",37
15262,"Splatoon 2 (NS)Nintendo, Shooter","96,554","7,037,733",76
15263,"FIFA 19 (XOne)Electronic Arts, Sports","94,049","2,223,288",14
15264,"Just Cause 4 (PS4)Square Enix, Action-Adventure","84,669","558,661",4
15265,"NBA 2K19 (XOne)Take-Two Interactive, Sports","84,187","1,737,777",16
15266,"Madden NFL 19 (PS4)Electronic Arts, Sports","83,796","2,214,368",21
15267,"Assassin's Creed Odyssey (XOne)Ubisoft, Action-Adventure","78,669","1,388,057",13
15268,"Grand Theft Auto V (XOne)Take-Two Interactive, Action","73,714","8,720,682",215
15269,"Fortnite (XOne)Gearbox Software, Action","66,653","769,347",76
15270,"Super Smash Bros. (2018) (NS)Nintendo, Fighting","1,103,894","8,951,009",4
15271,"Red Dead Redemption 2 (PS4)Take-Two Interactive, Action-Adventure","705,407","13,940,203",10
15272,"Call of Duty: Black Ops IIII (PS4)Activision, Shooter","511,667","9,317,241",12
15273,"Mario Kart 8 Deluxe (NS)Nintendo, Racing","438,400","13,046,117",88
15274,"Spider-Man (PS4) (PS4)Sony Interactive Entertainment, Action-Adventure","426,691","8,757,859",17
15275,"Super Mario Party (NS)Nintendo, Party","422,274","4,972,711",13
15276,"FIFA 19 (PS4)Electronic Arts, Sports","373,147","9,147,505",14
15277,"Pokemon: Let's Go, Pikachu! (NS)Nintendo, Role-Playing","337,851","4,566,580",7
15278,"Red Dead Redemption 2 (XOne)Take-Two Interactive, Action-Adventure","281,247","5,771,147",10
15279,"Call of Duty: Black Ops IIII (XOne)Activision, Shooter","250,631","4,850,704",12
15280,"Battlefield V (PS4)Electronic Arts, Shooter","218,421","2,224,270",6
15281,"Super Mario Odyssey (NS)Nintendo, Platform","187,233","11,714,226",62
15282,"Pokemon: Let's Go, Eevee! (NS)Nintendo, Role-Playing","182,083","2,728,386",7
15283,"Assassin's Creed Odyssey (PS4)Ubisoft, Action-Adventure","175,143","3,176,082",13
15284,"Spyro Reignited Trilogy (PS4)Activision, Platform","170,019","2,172,947",7
15285,"The Legend of Zelda: Breath of the Wild (NS)Nintendo, Action-Adventure","151,892","9,460,827",96
15286,"Battlefield V (XOne)Electronic Arts, Shooter","149,200","1,547,325",6
15287,"Minecraft (NS)Mojang, Sandbox","125,185","1,888,081",28
15288,"Forza Horizon 4 (XOne)Microsoft Studios, Racing","121,485","1,839,995",13
15289,"NBA 2K19 (PS4)Take-Two Interactive, Sports","120,794","2,627,728",16
15290,"Grand Theft Auto V (PS4)Take-Two Interactive, Action","111,760","19,392,497",215
15291,"God of War (PS4) (PS4)Sony Interactive Entertainment, Action","103,134","6,153,527",37
15292,"Splatoon 2 (NS)Nintendo, Shooter","96,554","7,037,733",76
15293,"FIFA 19 (XOne)Electronic Arts, Sports","94,049","2,223,288",14
15294,"Just Cause 4 (PS4)Square Enix, Action-Adventure","84,669","558,661",4
15295,"NBA 2K19 (XOne)Take-Two Interactive, Sports","84,187","1,737,777",16
15296,"Madden NFL 19 (PS4)Electronic Arts, Sports","83,796","2,214,368",21
15297,"Assassin's Creed Odyssey (XOne)Ubisoft, Action-Adventure","78,669","1,388,057",13
15298,"Grand Theft Auto V (XOne)Take-Two Interactive, Action","73,714","8,720,682",215
15299,"Fortnite (XOne)Gearbox Software, Action","66,653","769,347",76
15300,"Super Smash Bros. (2018) (NS)Nintendo, Fighting","1,103,894","8,951,009",4
15301,"Red Dead Redemption 2 (PS4)Take-Two Interactive, Action-Adventure","705,407","13,940,203",10
15302,"Call of Duty: Black Ops IIII (PS4)Activision, Shooter","511,667","9,317,241",12
15303,"Mario Kart 8 Deluxe (NS)Nintendo, Racing","438,400","13,046,117",88
15304,"Spider-Man (PS4) (PS4)Sony Interactive Entertainment, Action-Adventure","426,691","8,757,859",17
15305,"Super Mario Party (NS)Nintendo, Party","422,274","4,972,711",13
15306,"FIFA 19 (PS4)Electronic Arts, Sports","373,147","9,147,505",14
15307,"Pokemon: Let's Go, Pikachu! (NS)Nintendo, Role-Playing","337,851","4,566,580",7
15308,"Red Dead Redemption 2 (XOne)Take-Two Interactive, Action-Adventure","281,247","5,771,147",10
15309,"Call of Duty: Black Ops IIII (XOne)Activision, Shooter","250,631","4,850,704",12
15310,"Battlefield V (PS4)Electronic Arts, Shooter","218,421","2,224,270",6
15311,"Super Mario Odyssey (NS)Nintendo, Platform","187,233","11,714,226",62
15312,"Pokemon: Let's Go, Eevee! (NS)Nintendo, Role-Playing","182,083","2,728,386",7
15313,"Assassin's Creed Odyssey (PS4)Ubisoft, Action-Adventure","175,143","3,176,082",13
15314,"Spyro Reignited Trilogy (PS4)Activision, Platform","170,019","2,172,947",7
15315,"The Legend of Zelda: Breath of the Wild (NS)Nintendo, Action-Adventure","151,892","9,460,827",96
15316,"Battlefield V (XOne)Electronic Arts, Shooter","149,200","1,547,325",6
15317,"Minecraft (NS)Mojang, Sandbox","125,185","1,888,081",28
15318,"Forza Horizon 4 (XOne)Microsoft Studios, Racing","121,485","1,839,995",13
15319,"NBA 2K19 (PS4)Take-Two Interactive, Sports","120,794","2,627,728",16
15320,"Grand Theft Auto V (PS4)Take-Two Interactive, Action","111,760","19,392,497",215
15321,"God of War (PS4) (PS4)Sony Interactive Entertainment, Action","103,134","6,153,527",37
15322,"Splatoon 2 (NS)Nintendo, Shooter","96,554","7,037,733",76
15323,"FIFA 19 (XOne)Electronic Arts, Sports","94,049","2,223,288",14
15324,"Just Cause 4 (PS4)Square Enix, Action-Adventure","84,669","558,661",4
15325,"NBA 2K19 (XOne)Take-Two Interactive, Sports","84,187","1,737,777",16
15326,"Madden NFL 19 (PS4)Electronic Arts, Sports","83,796","2,214,368",21
15327,"Assassin's Creed Odyssey (XOne)Ubisoft, Action-Adventure","78,669","1,388,057",13
15328,"Grand Theft Auto V (XOne)Take-Two Interactive, Action","73,714","8,720,682",215
15329,"Fortnite (XOne)Gearbox Software, Action","66,653","769,347",76
15330,"Super Smash Bros. (2018) (NS)Nintendo, Fighting","1,103,894","8,951,009",4
15331,"Red Dead Redemption 2 (PS4)Take-Two Interactive, Action-Adventure","705,407","13,940,203",10
15332,"Call of Duty: Black Ops IIII (PS4)Activision, Shooter","511,667","9,317,241",12
15333,"Mario Kart 8 Deluxe (NS)Nintendo, Racing","438,400","13,046,117",88
15334,"Spider-Man (PS4) (PS4)Sony Interactive Entertainment, Action-Adventure","426,691","8,757,859",17
15335,"Super Mario Party (NS)Nintendo, Party","422,274","4,972,711",13
15336,"FIFA 19 (PS4)Electronic Arts, Sports","373,147","9,147,505",14
15337,"Pokemon: Let's Go, Pikachu! (NS)Nintendo, Role-Playing","337,851","4,566,580",7
15338,"Red Dead Redemption 2 (XOne)Take-Two Interactive, Action-Adventure","281,247","5,771,147",10
15339,"Call of Duty: Black Ops IIII (XOne)Activision, Shooter","250,631","4,850,704",12
15340,"Battlefield V (PS4)Electronic Arts, Shooter","218,421","2,224,270",6
15341,"Super Mario Odyssey (NS)Nintendo, Platform","187,233","11,714,226",62
15342,"Pokemon: Let's Go, Eevee! (NS)Nintendo, Role-Playing","182,083","2,728,386",7
15343,"Assassin's Creed Odyssey (PS4)Ubisoft, Action-Adventure","175,143","3,176,082",13
15344,"Spyro Reignited Trilogy (PS4)Activision, Platform","170,019","2,172,947",7
15345,"The Legend of Zelda: Breath of the Wild (NS)Nintendo, Action-Adventure","151,892","9,460,827",96
15346,"Battlefield V (XOne)Electronic Arts, Shooter","149,200","1,547,325",6
15347,"Minecraft (NS)Mojang, Sandbox","125,185","1,888,081",28
15348,"Forza Horizon 4 (XOne)Microsoft Studios, Racing","121,485","1,839,995",13
15349,"NBA 2K19 (PS4)Take-Two Interactive, Sports","120,794","2,627,728",16
15350,"Grand Theft Auto V (PS4)Take-Two Interactive, Action","111,760","19,392,497",215
15351,"God of War (PS4) (PS4)Sony Interactive Entertainment, Action","103,134","6,153,527",37
15352,"Splatoon 2 (NS)Nintendo, Shooter","96,554","7,037,733",76
15353,"FIFA 19 (XOne)Electronic Arts, Sports","94,049","2,223,288",14
15354,"Just Cause 4 (PS4)Square Enix, Action-Adventure","84,669","558,661",4
15355,"NBA 2K19 (XOne)Take-Two Interactive, Sports","84,187","1,737,777",16
15356,"Madden NFL 19 (PS4)Electronic Arts, Sports","83,796","2,214,368",21
15357,"Assassin's Creed Odyssey (XOne)Ubisoft, Action-Adventure","78,669","1,388,057",13
15358,"Grand Theft Auto V (XOne)Take-Two Interactive, Action","73,714","8,720,682",215
15359,"Fortnite (XOne)Gearbox Software, Action","66,653","769,347",76
15360,"Super Smash Bros. (2018) (NS)Nintendo, Fighting","1,103,894","8,951,009",4
15361,"Red Dead Redemption 2 (PS4)Take-Two Interactive, Action-Adventure","705,407","13,940,203",10
15362,"Call of Duty: Black Ops IIII (PS4)Activision, Shooter","511,667","9,317,241",12
15363,"Mario Kart 8 Deluxe (NS)Nintendo, Racing","438,400","13,046,117",88
15364,"Spider-Man (PS4) (PS4)Sony Interactive Entertainment, Action-Adventure","426,691","8,757,859",17
15365,"Super Mario Party (NS)Nintendo, Party","422,274","4,972,711",13
15366,"FIFA 19 (PS4)Electronic Arts, Sports","373,147","9,147,505",14
15367,"Pokemon: Let's Go, Pikachu! (NS)Nintendo, Role-Playing","337,851","4,566,580",7
15368,"Red Dead Redemption 2 (XOne)Take-Two Interactive, Action-Adventure","281,247","5,771,147",10
15369,"Call of Duty: Black Ops IIII (XOne)Activision, Shooter","250,631","4,850,704",12
15370,"Battlefield V (PS4)Electronic Arts, Shooter","218,421","2,224,270",6
15371,"Super Mario Odyssey (NS)Nintendo, Platform","187,233","11,714,226",62
15372,"Pokemon: Let's Go, Eevee! (NS)Nintendo, Role-Playing","182,083","2,728,386",7
15373,"Assassin's Creed Odyssey (PS4)Ubisoft, Action-Adventure","175,143","3,176,082",13
15374,"Spyro Reignited Trilogy (PS4)Activision, Platform","170,019","2,172,947",7
15375,"The Legend of Zelda: Breath of the Wild (NS)Nintendo, Action-Adventure","151,892","9,460,827",96
15376,"Battlefield V (XOne)Electronic Arts, Shooter","149,200","1,547,325",6
15377,"Minecraft (NS)Mojang, Sandbox","125,185","1,888,081",28
15378,"Forza Horizon 4 (XOne)Microsoft Studios, Racing","121,485","1,839,995",13
15379,"NBA 2K19 (PS4)Take-Two Interactive, Sports","120,794","2,627,728",16
15380,"Grand Theft Auto V (PS4)Take-Two Interactive, Action","111,760","19,392,497",215
15381,"God of War (PS4) (PS4)Sony Interactive Entertainment, Action","103,134","6,153,527",37
15382,"Splatoon 2 (NS)Nintendo, Shooter","96,554","7,037,733",76
15383,"FIFA 19 (XOne)Electronic Arts, Sports","94,049","2,223,288",14
15384,"Just Cause 4 (PS4)Square Enix, Action-Adventure","84,669","558,661",4
15385,"NBA 2K19 (XOne)Take-Two Interactive, Sports","84,187","1,737,777",16
15386,"Madden NFL 19 (PS4)Electronic Arts, Sports","83,796","2,214,368",21
15387,"Assassin's Creed Odyssey (XOne)Ubisoft, Action-Adventure","78,669","1,388,057",13
15388,"Grand Theft Auto V (XOne)Take-Two Interactive, Action","73,714","8,720,682",215
15389,"Fortnite (XOne)Gearbox Software, Action","66,653","769,347",76
15390,"Super Smash Bros. (2018) (NS)Nintendo, Fighting","1,103,894","8,951,009",4
15391,"Red Dead Redemption 2 (PS4)Take-Two Interactive, Action-Adventure","705,407","13,940,203",10
15392,"Call of Duty: Black Ops IIII (PS4)Activision, Shooter","511,667","9,317,241",12
15393,"Mario Kart 8 Deluxe (NS)Nintendo, Racing","438,400","13,046,117",88
15394,"Spider-Man (PS4) (PS4)Sony Interactive Entertainment, Action-Adventure","426,691","8,757,859",17
15395,"Super Mario Party (NS)Nintendo, Party","422,274","4,972,711",13
15396,"FIFA 19 (PS4)Electronic Arts, Sports","373,147","9,147,505",14
15397,"Pokemon: Let's Go, Pikachu! (NS)Nintendo, Role-Playing","337,851","4,566,580",7
15398,"Red Dead Redemption 2 (XOne)Take-Two Interactive, Action-Adventure","281,247","5,771,147",10
15399,"Call of Duty: Black Ops IIII (XOne)Activision, Shooter","250,631","4,850,704",12
15400,"Battlefield V (PS4)Electronic Arts, Shooter","218,421","2,224,270",6
15401,"Super Mario Odyssey (NS)Nintendo, Platform","187,233","11,714,226",62
15402,"Pokemon: Let's Go, Eevee! (NS)Nintendo, Role-Playing","182,083","2,728,386",7
15403,"Assassin's Creed Odyssey (PS4)Ubisoft, Action-Adventure","175,143","3,176,082",13
15404,"Spyro Reignited Trilogy (PS4)Activision, Platform","170,019","2,172,947",7
15405,"The Legend of Zelda: Breath of the Wild (NS)Nintendo, Action-Adventure","151,892","9,460,827",96
15406,"Battlefield V (XOne)Electronic Arts, Shooter","149,200","1,547,325",6
15407,"Minecraft (NS)Mojang, Sandbox","125,185","1,888,081",28
15408,"Forza Horizon 4 (XOne)Microsoft Studios, Racing","121,485","1,839,995",13
15409,"NBA 2K19 (PS4)Take-Two Interactive, Sports","120,794","2,627,728",16
15410,"Grand Theft Auto V (PS4)Take-Two Interactive, Action","111,760","19,392,497",215
15411,"God of War (PS4) (PS4)Sony Interactive Entertainment, Action","103,134","6,153,527",37
15412,"Splatoon 2 (NS)Nintendo, Shooter","96,554","7,037,733",76
15413,"FIFA 19 (XOne)Electronic Arts, Sports","94,049","2,223,288",14
15414,"Just Cause 4 (PS4)Square Enix, Action-Adventure","84,669","558,661",4
15415,"NBA 2K19 (XOne)Take-Two Interactive, Sports","84,187","1,737,777",16
15416,"Madden NFL 19 (PS4)Electronic Arts, Sports","83,796","2,214,368",21
15417,"Assassin's Creed Odyssey (XOne)Ubisoft, Action-Adventure","78,669","1,388,057",13
15418,"Grand Theft Auto V (XOne)Take-Two Interactive, Action","73,714","8,720,682",215
15419,"Fortnite (XOne)Gearbox Software, Action","66,653","769,347",76
15420,"Super Smash Bros. (2018) (NS)Nintendo, Fighting","1,103,894","8,951,009",4
15421,"Red Dead Redemption 2 (PS4)Take-Two Interactive, Action-Adventure","705,407","13,940,203",10
15422,"Call of Duty: Black Ops IIII (PS4)Activision, Shooter","511,667","9,317,241",12
15423,"Mario Kart 8 Deluxe (NS)Nintendo, Racing","438,400","13,046,117",88
15424,"Spider-Man (PS4) (PS4)Sony Interactive Entertainment, Action-Adventure","426,691","8,757,859",17
15425,"Super Mario Party (NS)Nintendo, Party","422,274","4,972,711",13
15426,"FIFA 19 (PS4)Electronic Arts, Sports","373,147","9,147,505",14
15427,"Pokemon: Let's Go, Pikachu! (NS)Nintendo, Role-Playing","337,851","4,566,580",7
15428,"Red Dead Redemption 2 (XOne)Take-Two Interactive, Action-Adventure","281,247","5,771,147",10
15429,"Call of Duty: Black Ops IIII (XOne)Activision, Shooter","250,631","4,850,704",12
15430,"Battlefield V (PS4)Electronic Arts, Shooter","218,421","2,224,270",6
15431,"Super Mario Odyssey (NS)Nintendo, Platform","187,233","11,714,226",62
15432,"Pokemon: Let's Go, Eevee! (NS)Nintendo, Role-Playing","182,083","2,728,386",7
15433,"Assassin's Creed Odyssey (PS4)Ubisoft, Action-Adventure","175,143","3,176,082",13
15434,"Spyro Reignited Trilogy (PS4)Activision, Platform","170,019","2,172,947",7
15435,"The Legend of Zelda: Breath of the Wild (NS)Nintendo, Action-Adventure","151,892","9,460,827",96
15436,"Battlefield V (XOne)Electronic Arts, Shooter","149,200","1,547,325",6
15437,"Minecraft (NS)Mojang, Sandbox","125,185","1,888,081",28
15438,"Forza Horizon 4 (XOne)Microsoft Studios, Racing","121,485","1,839,995",13
15439,"NBA 2K19 (PS4)Take-Two Interactive, Sports","120,794","2,627,728",16
15440,"Grand Theft Auto V (PS4)Take-Two Interactive, Action","111,760","19,392,497",215
15441,"God of War (PS4) (PS4)Sony Interactive Entertainment, Action","103,134","6,153,527",37
15442,"Splatoon 2 (NS)Nintendo, Shooter","96,554","7,037,733",76
15443,"FIFA 19 (XOne)Electronic Arts, Sports","94,049","2,223,288",14
15444,"Just Cause 4 (PS4)Square Enix, Action-Adventure","84,669","558,661",4
15445,"NBA 2K19 (XOne)Take-Two Interactive, Sports","84,187","1,737,777",16
15446,"Madden NFL 19 (PS4)Electronic Arts, Sports","83,796","2,214,368",21
15447,"Assassin's Creed Odyssey (XOne)Ubisoft, Action-Adventure","78,669","1,388,057",13
15448,"Grand Theft Auto V (XOne)Take-Two Interactive, Action","73,714","8,720,682",215
15449,"Fortnite (XOne)Gearbox Software, Action","66,653","769,347",76
15450,"Super Smash Bros. (2018) (NS)Nintendo, Fighting","1,103,894","8,951,009",4
15451,"Red Dead Redemption 2 (PS4)Take-Two Interactive, Action-Adventure","705,407","13,940,203",10
15452,"Call of Duty: Black Ops IIII (PS4)Activision, Shooter","511,667","9,317,241",12
15453,"Mario Kart 8 Deluxe (NS)Nintendo, Racing","438,400","13,046,117",88
15454,"Spider-Man (PS4) (PS4)Sony Interactive Entertainment, Action-Adventure","426,691","8,757,859",17
15455,"Super Mario Party (NS)Nintendo, Party","422,274","4,972,711",13
15456,"FIFA 19 (PS4)Electronic Arts, Sports","373,147","9,147,505",14
15457,"Pokemon: Let's Go, Pikachu! (NS)Nintendo, Role-Playing","337,851","4,566,580",7
15458,"Red Dead Redemption 2 (XOne)Take-Two Interactive, Action-Adventure","281,247","5,771,147",10
15459,"Call of Duty: Black Ops IIII (XOne)Activision, Shooter","250,631","4,850,704",12
15460,"Battlefield V (PS4)Electronic Arts, Shooter","218,421","2,224,270",6
15461,"Super Mario Odyssey (NS)Nintendo, Platform","187,233","11,714,226",62
15462,"Pokemon: Let's Go, Eevee! (NS)Nintendo, Role-Playing","182,083","2,728,386",7
15463,"Assassin's Creed Odyssey (PS4)Ubisoft, Action-Adventure","175,143","3,176,082",13
15464,"Spyro Reignited Trilogy (PS4)Activision, Platform","170,019","2,172,947",7
15465,"The Legend of Zelda: Breath of the Wild (NS)Nintendo, Action-Adventure","151,892","9,460,827",96
15466,"Battlefield V (XOne)Electronic Arts, Shooter","149,200","1,547,325",6
15467,"Minecraft (NS)Mojang, Sandbox","125,185","1,888,081",28
15468,"Forza Horizon 4 (XOne)Microsoft Studios, Racing","121,485","1,839,995",13
15469,"NBA 2K19 (PS4)Take-Two Interactive, Sports","120,794","2,627,728",16
15470,"Grand Theft Auto V (PS4)Take-Two Interactive, Action","111,760","19,392,497",215
15471,"God of War (PS4) (PS4)Sony Interactive Entertainment, Action","103,134","6,153,527",37
15472,"Splatoon 2 (NS)Nintendo, Shooter","96,554","7,037,733",76
15473,"FIFA 19 (XOne)Electronic Arts, Sports","94,049","2,223,288",14
15474,"Just Cause 4 (PS4)Square Enix, Action-Adventure","84,669","558,661",4
15475,"NBA 2K19 (XOne)Take-Two Interactive, Sports","84,187","1,737,777",16
15476,"Madden NFL 19 (PS4)Electronic Arts, Sports","83,796","2,214,368",21
15477,"Assassin's Creed Odyssey (XOne)Ubisoft, Action-Adventure","78,669","1,388,057",13
15478,"Grand Theft Auto V (XOne)Take-Two Interactive, Action","73,714","8,720,682",215
15479,"Fortnite (XOne)Gearbox Software, Action","66,653","769,347",76
15480,"Super Smash Bros. (2018) (NS)Nintendo, Fighting","1,103,894","8,951,009",4
15481,"Red Dead Redemption 2 (PS4)Take-Two Interactive, Action-Adventure","705,407","13,940,203",10
15482,"Call of Duty: Black Ops IIII (PS4)Activision, Shooter","511,667","9,317,241",12
15483,"Mario Kart 8 Deluxe (NS)Nintendo, Racing","438,400","13,046,117",88
15484,"Spider-Man (PS4) (PS4)Sony Interactive Entertainment, Action-Adventure","426,691","8,757,859",17
15485,"Super Mario Party (NS)Nintendo, Party","422,274","4,972,711",13
15486,"FIFA 19 (PS4)Electronic Arts, Sports","373,147","9,147,505",14
15487,"Pokemon: Let's Go, Pikachu! (NS)Nintendo, Role-Playing","337,851","4,566,580",7
15488,"Red Dead Redemption 2 (XOne)Take-Two Interactive, Action-Adventure","281,247","5,771,147",10
15489,"Call of Duty: Black Ops IIII (XOne)Activision, Shooter","250,631","4,850,704",12
15490,"Battlefield V (PS4)Electronic Arts, Shooter","218,421","2,224,270",6
15491,"Super Mario Odyssey (NS)Nintendo, Platform","187,233","11,714,226",62
15492,"Pokemon: Let's Go, Eevee! (NS)Nintendo, Role-Playing","182,083","2,728,386",7
15493,"Assassin's Creed Odyssey (PS4)Ubisoft, Action-Adventure","175,143","3,176,082",13
15494,"Spyro Reignited Trilogy (PS4)Activision, Platform","170,019","2,172,947",7
15495,"The Legend of Zelda: Breath of the Wild (NS)Nintendo, Action-Adventure","151,892","9,460,827",96
15496,"Battlefield V (XOne)Electronic Arts, Shooter","149,200","1,547,325",6
15497,"Minecraft (NS)Mojang, Sandbox","125,185","1,888,081",28
15498,"Forza Horizon 4 (XOne)Microsoft Studios, Racing","121,485","1,839,995",13
15499,"NBA 2K19 (PS4)Take-Two Interactive, Sports","120,794","2,627,728",16
15500,"Grand Theft Auto V (PS4)Take-Two Interactive, Action","111,760","19,392,497",215
15501,"God of War (PS4) (PS4)Sony Interactive Entertainment, Action","103,134","6,153,527",37
15502,"Splatoon 2 (NS)Nintendo, Shooter","96,554","7,037,733",76
15503,"FIFA 19 (XOne)Electronic Arts, Sports","94,049","2,223,288",14
15504,"Just Cause 4 (PS4)Square Enix, Action-Adventure","84,669","558,661",4
15505,"NBA 2K19 (XOne)Take-Two Interactive, Sports","84,187","1,737,777",16
15506,"Madden NFL 19 (PS4)Electronic Arts, Sports","83,796","2,214,368",21
15507,"Assassin's Creed Odyssey (XOne)Ubisoft, Action-Adventure","78,669","1,388,057",13
15508,"Grand Theft Auto V (XOne)Take-Two Interactive, Action","73,714","8,720,682",215
15509,"Fortnite (XOne)Gearbox Software, Action","66,653","769,347",76
15510,"Super Smash Bros. (2018) (NS)Nintendo, Fighting","1,103,894","8,951,009",4
15511,"Red Dead Redemption 2 (PS4)Take-Two Interactive, Action-Adventure","705,407","13,940,203",10
15512,"Call of Duty: Black Ops IIII (PS4)Activision, Shooter","511,667","9,317,241",12
15513,"Mario Kart 8 Deluxe (NS)Nintendo, Racing","438,400","13,046,117",88
15514,"Spider-Man (PS4) (PS4)Sony Interactive Entertainment, Action-Adventure","426,691","8,757,859",17
15515,"Super Mario Party (NS)Nintendo, Party","422,274","4,972,711",13
15516,"FIFA 19 (PS4)Electronic Arts, Sports","373,147","9,147,505",14
15517,"Pokemon: Let's Go, Pikachu! (NS)Nintendo, Role-Playing","337,851","4,566,580",7
15518,"Red Dead Redemption 2 (XOne)Take-Two Interactive, Action-Adventure","281,247","5,771,147",10
15519,"Call of Duty: Black Ops IIII (XOne)Activision, Shooter","250,631","4,850,704",12
15520,"Battlefield V (PS4)Electronic Arts, Shooter","218,421","2,224,270",6
15521,"Super Mario Odyssey (NS)Nintendo, Platform","187,233","11,714,226",62
15522,"Pokemon: Let's Go, Eevee! (NS)Nintendo, Role-Playing","182,083","2,728,386",7
15523,"Assassin's Creed Odyssey (PS4)Ubisoft, Action-Adventure","175,143","3,176,082",13
15524,"Spyro Reignited Trilogy (PS4)Activision, Platform","170,019","2,172,947",7
15525,"The Legend of Zelda: Breath of the Wild (NS)Nintendo, Action-Adventure","151,892","9,460,827",96
15526,"Battlefield V (XOne)Electronic Arts, Shooter","149,200","1,547,325",6
15527,"Minecraft (NS)Mojang, Sandbox","125,185","1,888,081",28
15528,"Forza Horizon 4 (XOne)Microsoft Studios, Racing","121,485","1,839,995",13
15529,"NBA 2K19 (PS4)Take-Two Interactive, Sports","120,794","2,627,728",16
15530,"Grand Theft Auto V (PS4)Take-Two Interactive, Action","111,760","19,392,497",215
15531,"God of War (PS4) (PS4)Sony Interactive Entertainment, Action","103,134","6,153,527",37
15532,"Splatoon 2 (NS)Nintendo, Shooter","96,554","7,037,733",76
15533,"FIFA 19 (XOne)Electronic Arts, Sports","94,049","2,223,288",14
15534,"Just Cause 4 (PS4)Square Enix, Action-Adventure","84,669","558,661",4
15535,"NBA 2K19 (XOne)Take-Two Interactive, Sports","84,187","1,737,777",16
15536,"Madden NFL 19 (PS4)Electronic Arts, Sports","83,796","2,214,368",21
15537,"Assassin's Creed Odyssey (XOne)Ubisoft, Action-Adventure","78,669","1,388,057",13
15538,"Grand Theft Auto V (XOne)Take-Two Interactive, Action","73,714","8,720,682",215
15539,"Fortnite (XOne)Gearbox Software, Action","66,653","769,347",76
15540,"Super Smash Bros. (2018) (NS)Nintendo, Fighting","1,103,894","8,951,009",4
15541,"Red Dead Redemption 2 (PS4)Take-Two Interactive, Action-Adventure","705,407","13,940,203",10
15542,"Call of Duty: Black Ops IIII (PS4)Activision, Shooter","511,667","9,317,241",12
15543,"Mario Kart 8 Deluxe (NS)Nintendo, Racing","438,400","13,046,117",88
